technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,Citigroup,Citi,Morgan Stanley,Ubs,Barclays,Volume,Day,Close,Diff,Price_Public_Total,Symbol,Public_Price_Per_Share,Raymond James,Piper Jaffray,Wells Fargo,Merrill Lynch,Rbc Capital,Morgan Stanley.1,Merrill Lynch.1,Eli Lilly,Credit Suisse,Stifel,Jefferies,Hill Road,Robert W. Baird,William Blair,Goldman Sachs,Deutsche Bank,Davis Polk,William Blair.1,Goldman Sachs.1
31,10,0,0,1,0,7,2,55,3,0,2,0,0,7,1,8,0,9,0,2,2,0,0,6,0,1,0,0,0,0,186,0,0,1,,,,1.0,,203927,2021-05-05 20:00:00.000 -0400,24.74,0.6,105300000.0,FSBC,20.0,,,,,,,,,,,,,,,,,,,
72,1,0,0,0,0,0,1,47,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,108,51,630,16,1,0,0,2,0,,,8.0,1.0,,150,2006-11-17 19:00:00.000 -0500,24.82,0.0,969265.0,FSLR,77.0,,2.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,
39,1,0,0,4,0,13,5,15,0,0,0,9,0,0,3,8,1,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,3,0,1.0,1.0,,1.0,1.0,304388,2021-02-18 19:00:00.000 -0500,11.14,-0.06,265000000.0,FSRXU,10.0,,,,,,,,,,,,,,,,,,,
26,0,1,0,2,0,2,3,12,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,110,42,1,3,2,1,0,16,0,,,,1.0,,185027,2021-01-27 19:00:00.000 -0500,10.48,0.13,225000000.0,FSSIU,10.0,,,,,,,,,1.0,,,,,,,,,,
49,2,0,0,2,0,4,17,16,9,0,0,0,0,0,4,0,0,2,0,0,5,0,3,1,0,0,0,0,0,0,45,0,0,0,1.0,1.0,,1.0,,21388,2020-10-12 20:00:00.000 -0400,9.64,-0.11,200000000.0,FST,10.0,,,,,,,,,,,,,,,,,,,
27,1,0,0,0,0,2,1,14,1,0,0,0,0,0,12,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,12,0,0,0,1.0,1.0,,1.0,,42274,2021-01-25 19:00:00.000 -0500,10.42,-0.38,218000000.0,FTCV,10.0,,,,,,,,,,,,,,,,,,,
27,1,0,0,0,0,2,1,14,1,0,0,0,0,0,12,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,12,0,0,0,1.0,1.0,,1.0,,110,2020-12-04 19:00:00.000 -0500,11.5,0.0,218000000.0,FTCVU,10.0,,,,,,,,,,,,,,,,,,,
27,1,0,0,0,0,2,1,14,1,0,0,0,0,0,12,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,12,0,0,0,1.0,1.0,,1.0,,8205,2021-01-25 19:00:00.000 -0500,3.0,0.0,218000000.0,FTCVW,10.0,,,,,,,,,,,,,,,,,,,
14,0,5,0,0,0,46,13,75,0,0,0,0,0,0,24,3,19,18,2,11,2,0,2,2,0,0,0,0,0,0,1,17,8,0,,,,1.0,,2290466,2023-08-07 20:00:00.000 -0400,4.2,-0.8,15000000.0,FTEL,5.0,,,,,,,,,,,,,,,,,,,
99,93,0,0,2,0,26,1,91,0,0,5,0,0,1,57,7,1,9,0,9,1,0,0,4,0,0,0,0,0,0,0,14,0,0,,,5.0,1.0,,2212241,2009-11-18 19:00:00.000 -0500,16.63,-0.04,78100432.0,FTNT,11.63,,,,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,
0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1.0,,2278804,2020-10-08 20:00:00.000 -0400,10.08,-0.5,170094.0,FUBO,10.0,,,,1.0,,,,,,,,,,,,,,,
59,4,0,0,1,0,3,0,220,0,0,1,0,0,0,4,9,0,0,0,0,48,1,69,59,689,0,0,0,0,0,1,1,0,0,,1.0,2.0,1.0,,319332,2019-07-18 20:00:00.000 -0400,12.395,-1.055,72000000.0,FULC,16.0,,,,,,1.0,,,,,,,,1.0,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,1.0,74035,2020-11-02 19:00:00.000 -0500,25.58,0.13,230000000.0,FULTP,10.55,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,,,,1.0,,427561,2017-09-20 20:00:00.000 -0400,5.8,-0.1,9000000.0,FUV,1.8,,,,,,,,,,,,,,,,,,,
11,0,0,0,0,0,7,3,25,0,0,0,0,0,0,5,0,1,0,0,0,31,4,16,29,16,0,0,0,0,0,1,0,0,0,,,,1.0,,147991,2020-10-14 20:00:00.000 -0400,10.0,0.0,4400000.0,FVAM,10.0,,,,,,,,,,,,,,,,,,,
9,0,0,0,4,0,5,2,11,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,11,0,0,0,,,1.0,1.0,,128389,2021-02-25 19:00:00.000 -0500,10.07,-0.43,200000000.0,FVT,10.0,,,2.0,,,,,,,,,,,1.0,,1.0,,,
91,5,3,3,0,0,6,2,50,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,170,0,0,0,,,,1.0,,337945,2021-05-25 20:00:00.000 -0400,9.99,-0.01,250000000.0,FWAC,10.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,
25,0,0,0,0,0,0,0,82,0,0,0,0,0,0,21,2,0,0,8,0,37,42,32,19,388,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,474593,2014-10-15 20:00:00.000 -0400,18.88,0.88,220500000.0,FWP,21.0,,,,,1.0,,,,,,1.0,,,,,,,,
54,13,0,0,1,0,7,17,11,0,2,0,11,0,0,1,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,,,,1.0,,257306,2022-01-10 19:00:00.000 -0500,9.83,-0.02,87000000.0,FXCO,10.0,,,,,,,,,,,,,,,,,,,
67,45,0,0,0,0,44,9,79,0,22,0,0,0,5,8,15,0,1,2,0,0,0,0,0,0,2,0,0,0,0,3,8,1,0,,,,1.0,,1777248,2021-07-15 20:00:00.000 -0400,16.24,0.18,23250000.0,FXLV,16.0,,,,,,,,,,,,,1.0,,12.0,,,,1.0
43,35,0,0,0,0,11,1,76,15,0,0,0,0,0,5,3,0,1,0,5,16,0,0,3,0,1,0,0,28,0,3,8,5,2,1.0,1.0,7.0,1.0,,1653200,2007-08-02 20:00:00.000 -0400,15.75,-0.75,494117664.0,G,14.0,,,,,,1.0,,,,,,,,,,,1.0,,
27,2,2,2,0,0,0,13,11,0,0,0,0,0,0,1,0,4,0,0,0,11,0,0,0,0,4,4,3,0,0,1,0,0,0,,,,1.0,,679935,2021-06-09 20:00:00.000 -0400,9.965,0.015,170000000.0,GACQU,10.0,,,,,,,,,,,,,,,,,,,
14,10,0,0,2,0,3,11,13,2,0,0,0,0,0,3,2,0,2,0,0,100,6,5,14,3,0,0,0,0,0,1,0,2,0,,,,1.0,,876193,2021-03-17 20:00:00.000 -0400,9.97,-0.05,250000000.0,GAMCU,10.0,,,1.0,,,,,,,,,,,,,,,,
85,116,0,0,4,18,177,15,103,13,0,1,0,0,1,8,5,3,35,3,10,0,0,0,1,0,1,0,0,0,0,1,2,0,0,,,,1.0,,2622824,2020-05-05 20:00:00.000 -0400,14.09,0.17,54230000.0,GAN,15.5,,,,,,,,,,,,,,,,,,,
7,4,0,0,0,0,0,2,55,0,0,0,0,0,0,9,10,0,4,0,0,0,0,0,3,0,8,3,8,2,1,1,0,10,0,,,,1.0,,1226518,2020-10-28 20:00:00.000 -0400,6.57,-0.23,150010000.0,GATO,14.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,
63,1,0,0,7,0,3,11,12,0,0,0,100,1,3,4,0,0,7,0,0,12,0,0,1,0,0,0,0,0,0,5,0,0,0,,,,1.0,,5801,2022-06-16 20:00:00.000 -0400,9.7991,-0.0109,150000000.0,GBBK,10.0,,,,,,,,,,,,,,,,,,,
50,36,0,0,3,1,27,4,38,0,0,0,57,2,0,4,4,7,2,4,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,,,,1.0,,1117478,2021-02-17 19:00:00.000 -0500,14.39,-0.19,43575000.0,GBOX,10.5,,,,,,,,,,,,,,,,,,,
120,24,0,0,5,0,54,36,109,0,0,0,0,0,1,10,2,2,1,11,0,34,0,10,92,104,5,0,2,0,1,1,1,0,0,,,,1.0,,1502441,2020-12-23 19:00:00.000 -0500,10.15,-1.96,21600012.0,GBS,0.55,,,,,,,,,,,,,,,,,,,
15,0,0,0,0,0,0,0,75,0,0,0,0,0,0,3,1,0,0,0,0,17,0,28,16,368,0,0,0,0,0,0,0,0,0,,,8.0,1.0,,818294,2015-08-12 20:00:00.000 -0400,38.55,-4.64,120000000.0,GBT,20.0,,,,,,1.0,,,,,,,,,,,1.0,,
7,0,0,0,2,0,26,1,42,2,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,1.0,1.0,,1.0,,579119,2022-05-30 20:00:00.000 -0400,8.41,0.03,750000000.0,GBTG,10.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,
2,2,0,0,0,0,6,60,27,0,0,0,0,0,0,21,12,0,4,0,0,0,0,0,7,0,0,0,0,0,0,28,0,0,3,1.0,1.0,,1.0,,6421196,2014-02-03 19:00:00.000 -0500,26.35,-1.15,151900000.0,GCI,16.25,,,,,,,,,1.0,,,,,,,,,,
234,43,17,0,26,0,123,10,445,10,6,0,0,0,139,15,4,4,3,0,7,0,0,0,3,0,3,0,0,0,0,6,112,36,0,,1.0,,1.0,,36224592,2022-08-18 20:00:00.000 -0400,46.5,27.82,36015000.0,GCT,12.25,,,2.0,,,,,,,,,1.0,,,,,,,
174,37,0,0,44,0,45,33,201,1,0,1,0,0,0,13,7,5,31,0,4,1,0,0,2,0,0,0,0,0,0,3,1,0,0,1.0,1.0,9.0,1.0,,5142230,2015-04-01 20:00:00.000 -0400,26.26,0.14,410000000.0,GDDY,20.0,,1.0,,,,1.0,,,,,,5.0,,,,,1.0,,
47,3,0,0,2,0,5,4,23,2,0,0,0,0,0,1,0,0,0,0,0,190,24,27,32,62,2,0,0,0,2,0,0,0,0,,,,1.0,,205000,2022-01-12 19:00:00.000 -0500,9.82,-0.01,75000000.0,GDNR,10.0,,,,,,,,,,,,,,,,,,,
47,3,0,0,2,0,5,4,23,2,0,0,0,0,0,1,0,0,0,0,0,190,24,27,32,62,2,0,0,0,2,0,0,0,0,,,,1.0,,483391,2021-12-22 19:00:00.000 -0500,10.03,0.0,75000000.0,GDNRU,10.0,,,,,,,,,,,,,,,,,,,
37,30,0,0,0,0,17,0,78,0,0,0,0,0,0,0,5,1,8,0,0,1,0,0,1,0,2,0,0,0,0,3,0,0,0,,,7.0,1.0,,610581,2010-07-22 20:00:00.000 -0400,44.2,-0.59,152603520.0,GDOT,61.0,,3.0,,,,,,,,,,1.0,,,,,,,
150,84,0,1,21,2,256,18,172,5,1,0,0,0,6,95,6,8,26,45,0,378,0,109,67,1,1,1,0,0,0,1,0,0,0,1.0,1.0,3.0,1.0,1.0,5081988,2020-09-23 20:00:00.000 -0400,47.1999,-2.6901,348821408.0,GDRX,33.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,,
5,0,0,0,2,0,0,3,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,,,,1.0,,865716,2022-03-17 20:00:00.000 -0400,10.0,-0.02,50000000.0,GDSTU,10.0,,,,,,,,,,,,,,,,,,,
11,8,0,0,0,1,2,0,24,1,0,0,0,0,0,231,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,6,0,0,0,,1.0,1.0,1.0,,1202,2016-11-03 20:00:00.000 -0400,11.63,0.68,48644016.0,GECC,4.52,,,,,,,,,,,,,,,,,,,
35,0,0,0,2,0,84,7,44,2,0,0,0,0,0,19,0,0,4,4,4,4,0,0,0,0,5,0,0,0,0,4,0,3,1,,,,1.0,,2000,2022-01-24 19:00:00.000 -0500,9.9,0.0,175000000.0,GEEX,10.0,,,,,,,,,,,,,,7.0,,,,1.0,
35,0,0,0,2,0,84,7,44,2,0,0,0,0,0,19,0,0,4,4,4,4,0,0,0,0,5,0,0,0,0,4,0,3,1,,,,1.0,,460314,2021-12-02 19:00:00.000 -0500,10.09,-0.01,175000000.0,GEEXU,10.0,,,,,,,,,,,,,,7.0,,,,1.0,
35,0,0,0,2,0,84,7,44,2,0,0,0,0,0,19,0,0,4,4,4,4,0,0,0,0,5,0,0,0,0,4,0,3,1,,,,1.0,,196435,2022-01-24 19:00:00.000 -0500,0.38,-0.01,175000000.0,GEEXW,10.0,,,,,,,,,,,,,,7.0,,,,1.0,
14,6,6,4,2,1,6,15,17,2,0,0,0,0,4,2,8,0,0,0,0,89,0,8,9,16,0,0,0,8,0,0,1,0,0,1.0,1.0,5.0,1.0,,817998,2022-12-14 19:00:00.000 -0500,60.0,-3.0,1913437440.0,GEHCV,82.25,,,,,,1.0,,,,,,,,,1.0,1.0,,,
44,2,0,0,6,0,19,7,13,0,0,0,0,0,0,5,3,0,0,0,3,22,6,32,29,14,0,0,0,0,0,0,0,0,6,,,,1.0,,1102730,2022-02-15 19:00:00.000 -0500,10.0,-0.01,75000000.0,GENQU,10.0,,,,,,,,,,,,,,,,,,,
44,2,0,0,6,0,19,7,13,0,0,0,0,0,0,5,3,0,0,0,3,22,6,32,29,14,0,0,0,0,0,0,0,0,6,,,,1.0,,488068,2022-04-07 20:00:00.000 -0400,0.15,-0.01,75000000.0,GENQW,10.0,,,,,,,,,,,,,,,,,,,
39,0,0,0,0,0,5,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,111,0,2,0,1,0,13,0,1.0,1.0,,1.0,,362670,2011-02-09 19:00:00.000 -0500,16.71,0.21,0.0,GEVO,15.0,,,,,,,,,,,,,,,,,,,
46,6,131,0,12,0,9,12,31,4,0,1,1,0,55,9,6,0,5,0,0,2,0,0,3,0,2,0,0,0,0,0,44,11,0,,,,1.0,,174006,2021-09-29 20:00:00.000 -0400,3.92,-0.03,15000001.0,GFAI,4.15,,,,,,,,,,,,,,,,,,,
46,6,131,0,12,0,9,12,31,4,0,1,1,0,55,9,6,0,5,0,0,2,0,0,3,0,2,0,0,0,0,0,44,11,0,,,,1.0,,8539,2021-09-29 20:00:00.000 -0400,0.8001,-0.0499,15000001.0,GFAIW,4.15,,,,,,,,,,,,,,,,,,,
31,3,0,2,2,1,5,2,51,1,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,0,29,4,6,4,0,3,0,4,0,,,20.0,1.0,1.0,4516,2022-01-31 19:00:00.000 -0500,0.39,0.07,220000000.0,GFGDW,10.0,,,,,,,,,1.0,,,,,,,,,,
19,0,0,0,2,0,1,4,8,0,0,0,0,0,0,4,0,2,4,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,,,1.0,1.0,,321771,2021-02-07 19:00:00.000 -0500,10.27,-0.23,300000000.0,GFX,10.0,,,,,,,,,,,,,,,,,,,
134,10,0,8,1,0,49,22,188,6,1,2,0,0,2,10,8,0,1,0,0,67,0,4,94,375,0,0,0,0,0,2,1,2,0,,1.0,,1.0,,1678439,2018-10-04 20:00:00.000 -0400,29.58,-2.97,237500000.0,GH,71.0,,,,7.0,,,1.0,,,,,3.0,,,,,,,
21,9,0,0,0,0,13,1,93,0,0,0,0,0,0,4,12,0,11,8,1,0,0,0,5,0,3,1,0,0,0,15,1,4,0,,1.0,2.0,1.0,,692800,2018-03-27 20:00:00.000 -0400,13.03,0.03,142800000.0,GHG,14.0,,,,3.0,,1.0,1.0,,,,,,,,,,,,
36,10,21,4,12,0,11,28,34,9,0,68,0,0,4,8,0,0,7,0,0,4,0,0,44,0,0,0,0,3,0,0,0,3,0,,,,1.0,,636,2023-04-26 20:00:00.000 -0400,10.65,-0.14,200000000.0,GIA,10.0,,,9.0,,,,,,,,,,,9.0,,,,1.0,
127,3,0,0,2,0,0,8,16,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,1,0,5,,1.0,,1.0,,884608,2021-02-25 19:00:00.000 -0500,10.59,0.09,300000000.0,GIIXU,10.0,,,,,,,,,,,,,,,,1.0,,,
3,1,0,0,0,0,0,0,10,2,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,1,1,,,,1.0,,1950,2021-10-04 20:00:00.000 -0400,1.06,0.31,15000000.0,GIPRW,10.0,,,,,,,,,,,,,,,,,,,
56,2,0,0,1,1,17,1,124,0,0,0,0,0,0,3,11,0,1,0,0,79,1,18,198,337,1,0,0,0,0,2,0,0,0,,1.0,2.0,1.0,,1110358,2015-06-25 20:00:00.000 -0400,28.01,-3.4,108000000.0,GKOS,18.0,,,,9.0,,,1.0,1.0,,,,2.0,,3.0,,,,1.0,
53,43,0,0,21,0,364,13,214,2,0,0,0,0,3,1,4,171,10,2,2,0,0,0,2,0,0,0,0,1,0,1,10,3,1,,,6.0,1.0,,2528747,2021-05-12 20:00:00.000 -0400,25.49,-0.49,375000000.0,GLBE,64.0,,,,,,1.0,,,,,1.0,,,,5.0,,,,1.0
4,6,0,0,0,0,0,0,36,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,6,0,1,0,0,3,1,4,0,11,0,,,,1.0,,23273,2006-12-26 19:00:00.000 -0500,6.45,1.45,81780000.0,GLDD,7.5,,,2.0,,,,,,1.0,,,,,,,,,,
58,14,0,0,124,3,16,10,207,6,0,2,0,0,33,10,6,1,4,0,0,4,0,0,0,0,2,0,0,0,0,3,1,1,0,,,,1.0,,1022684,2024-09-19 20:00:00.000 -0400,4.32,-0.83,8000000.0,GLE,4.0,,,,,,,,,,,,,,,,,,,
9,1,0,0,2,0,0,2,12,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,42,2,0,3,,,,1.0,,600100,2021-09-27 20:00:00.000 -0400,0.5,0.08,100000000.0,GLEEW,10.0,,,,,,,,,,,,,,,,,,,
6,4,0,0,3,0,1,5,10,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,0,0,38,4,0,9,6,1,0,0,2,,,4.0,1.0,,161135,2021-03-23 20:00:00.000 -0400,9.9,0.0,200000000.0,GLHAU,10.0,,,,,,,,,,,1.0,,,,,,,,
25,2,2,0,2,0,4,2,10,0,0,2,0,0,0,3,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,1.0,,73195,2021-12-07 19:00:00.000 -0500,10.15,0.01,100000000.0,GLLIU,10.0,,,,,,,,,,,,,,,,,,,
20,3,0,0,0,0,1,1,140,0,0,1,0,0,0,1,5,0,0,0,0,37,0,67,81,386,1,0,0,0,0,1,0,1,0,,,,1.0,,370783,2014-03-13 20:00:00.000 -0400,14.3,-0.3,38304900.0,GLMD,1.25,,,,,,,,,,,,,,,,,,,
26,6,0,0,0,0,36,0,108,0,0,0,0,0,0,25,2,0,0,0,0,75,15,55,33,487,0,1,0,0,0,1,1,1,0,,1.0,4.0,1.0,,762489,2015-05-14 20:00:00.000 -0400,50.95,0.95,242350000.0,GLPG,42.05,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,
7,1,0,0,2,0,10,1,11,0,0,0,0,0,0,4,1,1,0,0,0,24,0,0,3,0,1,0,0,0,0,11,0,0,0,1.0,1.0,,1.0,,1405700,2006-12-14 19:00:00.000 -0500,23.75,-0.05,240000000.0,GLS,10.0,,,,,,,,,,,,,,,,,,,
55,0,0,0,0,0,0,0,160,1,0,0,0,0,0,11,15,0,0,0,0,105,42,41,57,579,1,0,0,0,1,0,2,1,0,,1.0,,1.0,,213152,2020-10-29 20:00:00.000 -0400,15.0,-0.1,85000008.0,GLTO,15.0,,,,,,,,,1.0,,,,,,,,,,
76,2,13,0,1,0,75,0,133,0,1,0,0,0,1,4,7,0,0,0,1,95,0,65,48,412,1,0,0,0,0,0,0,0,0,,1.0,,1.0,,792110,2021-06-24 20:00:00.000 -0400,19.04,-2.41,222300000.0,GLUE,19.0,,,,,,,,,,,,,,,,,,,
234,87,189,3,34,0,103,2648,452,0,2,4,274,75,37,4,14,1,0,0,36,0,0,0,1,0,20,1,0,2,0,6,0,0,0,,1.0,3.0,1.0,,6005219,2025-05-15 20:00:00.000 -0400,22.45,-4.05,94107000.0,GLXY,19.0,,,,,,1.0,,,,1.0,1.0,,,,13.0,,1.0,,1.0
20,0,0,0,0,0,27,0,74,0,0,0,0,0,0,4,5,0,0,0,0,62,0,37,44,322,0,0,0,0,0,0,0,0,0,,1.0,,1.0,1.0,100,2014-01-10 19:00:00.000 -0500,8.98,0.0,56000000.0,GLYC,8.0,,,,,,,,,,1.0,1.0,,,,,,,,
178,0,0,0,0,0,53,0,288,0,0,0,0,0,0,30,1,0,0,0,0,44,16,51,55,611,1,1,0,0,0,1,0,0,0,,1.0,4.0,1.0,,1126049,2019-07-18 20:00:00.000 -0400,18.05,-0.22,505875008.0,GMAB,17.75,,,,,1.0,1.0,,4.0,,,1.0,,,,,1.0,,,
32,83,0,0,4,0,73,2,29,1,0,0,0,0,0,6,14,2,18,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,,1.0,,43400,2020-04-14 20:00:00.000 -0400,0.89,-0.0088,8415000.0,GMBLW,4.25,,,,,,,,,,,,,,,,,,,
32,83,0,0,4,0,73,2,29,1,0,0,0,0,0,6,14,2,18,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,,1.0,,405750,2022-03-14 20:00:00.000 -0400,0.3,-0.02,8415000.0,GMBLZ,4.25,,,,,,,,,,,,,,,,,,,
70,4,0,2,2,5,15,39,17,0,0,6,23,0,0,5,0,3,0,0,0,2,0,0,3,0,0,0,0,3,0,0,6,0,0,,,,1.0,,283878,2021-12-30 19:00:00.000 -0500,10.0,0.01,100000000.0,GMFIU,10.0,,,,,,,,,,,,,,,,,,,
374,33,22,0,24,0,42,408,91,0,4,0,1,0,65,2,2,1,3,0,257,0,0,1,7,0,1,0,0,0,0,2,0,0,0,,,,1.0,,3878643,2023-10-09 20:00:00.000 -0400,4.71,-0.29,6000000.0,GMM,1402000.0,,,,,,,,,,,,,,,,,,,
23,3,0,0,0,0,0,0,31,0,0,0,0,0,1,3,37,0,0,0,0,465,0,0,305,32,1,2,2,0,0,222,0,0,0,,,,1.0,,244900,2016-06-29 20:00:00.000 -0400,10.11,0.03,130434792.0,GMRE,10.0,,,,,,,,,,,,,,,,,,,
9,4,0,0,0,0,9,0,130,6,0,0,0,0,0,3,8,0,0,0,0,3,0,0,11,0,2,0,0,0,0,4,4,10,0,,,2.0,1.0,1.0,140031,2016-05-26 20:00:00.000 -0400,22.49,1.01,147000000.0,GMS,29.25,1.0,,5.0,,1.0,,,,1.0,,,,1.0,,,,,,
8,1,0,2,3,0,5,1,29,0,0,0,0,0,0,4,0,0,0,0,0,51,1,1,16,21,2,0,0,0,0,5,0,3,0,,,,1.0,,301678,2021-02-08 19:00:00.000 -0500,12.8899,0.6499,105000000.0,GMTX,10.0,,,,,,,,,,,1.0,,,,,,,,
8,3,0,0,2,0,21,117,13,0,0,0,0,0,1,5,0,30,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1.0,1.0,6142,2021-03-08 19:00:00.000 -0500,9.95,-0.0341,200000000.0,GNAC,10.0,,,,,,,,,,,,,,,,,,,
8,3,0,0,2,0,21,117,13,0,0,0,0,0,1,5,0,30,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1.0,1.0,886,2021-01-15 19:00:00.000 -0500,11.35,0.15,200000000.0,GNACU,10.0,,,,,,,,,,,,,,,,,,,
3,0,0,0,0,0,13,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,,,,1.0,,175920,2014-02-05 19:00:00.000 -0500,11.01,0.0,36750000.0,GNCA,12.0,,,,,,,,,,1.0,,,,,,,,,
21,9,0,0,1,0,3,1,133,0,2,0,0,0,0,44,1,0,2,0,0,66,42,53,54,560,6,0,0,0,0,15,0,4,0,,1.0,,1.0,1.0,766971,2019-03-27 20:00:00.000 -0400,23.09,0.33,135128000.0,GNFT,20.32,,,,,,,,,,,,,,,,,,,
81,5,0,0,1,0,37,1,290,0,0,0,0,0,1,4,4,0,0,0,1,80,3,50,50,700,0,0,0,0,0,1,0,2,0,,1.0,,1.0,,332052,2023-01-26 19:00:00.000 -0500,5.92,-0.33,15000000.0,GNLX,6.0,,,,,,,,7.0,,,,,,,,,,,
21,2,0,0,0,0,1,0,79,0,0,0,0,0,0,5,10,8,2,0,0,2,0,0,8,0,1,0,0,2,0,2,1,4,0,,,2.0,1.0,,883100,2010-02-11 19:00:00.000 -0500,13.4,0.64,243750000.0,GNRC,13.0,,,,7.0,,,1.0,,,,,,1.0,3.0,,,,,
4,1,0,0,0,0,3,1,6,0,0,0,0,0,0,6,0,0,0,0,0,3,0,1,0,0,2,0,0,1,0,9,0,0,3,,,,1.0,,198644,2020-02-11 19:00:00.000 -0500,10.1,0.013,150000000.0,GNRSU,10.0,,,,,,,,,,,,,,,,,,,
66,18,41,2,1,0,202,135,123,0,0,2,0,0,0,17,1,0,8,4,39,8,0,0,24,1,2,1,0,0,0,1,0,0,0,,,,1.0,,3368364,2022-04-12 20:00:00.000 -0400,19.9,-5.2,19636362.0,GNS,6.0,,,,,,,,,,,,,,,,,,,
49,11,0,0,1,0,17,5,117,2,0,0,0,0,0,2,6,0,3,0,0,2,0,0,2,0,9,0,0,2,0,208,0,2,0,,1.0,,1.0,,22698,2023-03-07 19:00:00.000 -0500,30.45,-0.35,54000000.0,GNTY,27.0,,,,,,,,,,,,,,,,,,,
12,16,0,0,5,0,0,17,65,5,0,0,0,0,3,4,9,8,1,0,0,2,0,0,7,0,4,0,0,0,0,7,1,13,0,,1.0,12.0,1.0,1.0,1756283,2019-06-20 20:00:00.000 -0400,28.58,-0.12,423393760.0,GO,33.0,,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,
1,0,0,0,2,0,6,1,43,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,1.0,1.0,,1.0,,30460,2021-06-29 20:00:00.000 -0400,9.85,0.0,250000000.0,GOBI,10.0,,,,,,,,,,,,,,,7.0,,1.0,,1.0
255,55,0,0,9,0,132,13,271,9,1,0,0,0,15,5,6,3,2,0,0,62,0,0,20,1,0,0,0,1,0,0,2,2,0,,1.0,8.0,1.0,1.0,6147659,2020-07-15 20:00:00.000 -0400,19.85,0.85,913500032.0,GOCO,21.0,,,,,1.0,1.0,,,1.0,,,,,2.0,7.0,,,1.0,1.0
29,3,0,0,0,0,0,2,39,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,212,56,13,16,19,0,0,6,0,1.0,1.0,,1.0,,100,2021-12-12 19:00:00.000 -0500,9.86,0.0,240000000.0,GOGN,10.0,,,,,,,,,1.0,,,,,,,,,,
